Title,Year,Director,Origin/Ethnicity,Cast,Genre,Color,Duration,Actor_2,Gross,Genres,Actor_1,Actor_3,Plot_keywords,Language,Country,Budget,Aspect_ratio
Stomp the Yard,2007,Sylvain White,American,"Columbus Short, Chris Brown, Ne-Yo","dance, drama",Color,109.0,Laz Alonso,61356221.0,Drama|Music|Romance,Chris Brown,Harry Lennix,atlanta georgia|competition|dancer|death|fraternity,English,USA,14000000.0,2.35
Sunshine,2007,Danny Boyle,American,"Cillian Murphy, Rose Byrne, Cliff Curtis",science fiction,Color,107.0,Benedict Wong,3675072.0,Adventure|Sci-Fi|Thriller,Chris Evans,Troy Garity,astronaut|earth|future|icarus|sun,English,UK,26000000.0,2.35
Superbad,2007,Greg Mottola,American,"Jonah Hill, Michael Cera, Christopher Mintz-Plasse, Seth Rogen",comedy,Color,119.0,Joe Lo Truglio,121463226.0,Comedy,Emma Stone,Kevin Corrigan,black comedy|bromance|party|school|teen comedy,English,USA,20000000.0,1.85
Taxi to the Dark Side,2007,Alex Gibney,American,the murder of Dilawar,documentary,Color,53.0,George W. Bush,274661.0,Crime|Documentary|War,Alex Gibney,Greg D'Agostino,afghanistan|detainee|guantanamo bay|taxi|torture,English,USA,1000000.0,1.85
The Ten,2007,David Wain,American,"Jessica Alba, Winona Ryder, Paul Rudd",comedy,Color,96.0,Ken Marino,766487.0,Comedy|Romance,Jon Hamm,Ron Silver,death|mexico|sabbath|surgeon|ten stories,English,USA,5250000.0,1.85
There Will Be Blood,2007,Paul Thomas Anderson,American,"Daniel Day-Lewis, Paul Dano, Dillon Freasier, Kevin J. O'Connor",drama,Color,158.0,Paul F. Tompkins,40218903.0,Drama,Jim Meskimen,Kevin Breznahan,alcoholic|alcoholism|money|oil|turn of the century,English,USA,25000000.0,2.35
Things We Lost in the Fire,2007,Susanne Bier,American,"Halle Berry, Benicio del Toro",drama,Color,118.0,Omar Benson Miller,2849142.0,Drama,Alison Lohman,Robin Weigert,best friend|dinner|garage|narcotics anonymous|recovery,English,USA,16000000.0,2.35
TMNT,2007,Kevin Munroe,American,"James Arnold Taylor, Mitchell Whitfield, Mikey Kelley, Nolan North",animation,Color,87.0,Sarah Michelle Gellar,54132596.0,Action|Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi,Chris Evans,Mako,martial arts master|monster|new york city|turtle|warrior,English,Hong Kong,34000000.0,2.35
Transformers,2007,Michael Bay,American,"Shia LaBeouf, Megan Fox, Josh Duhamel, Tyrese Gibson",science fiction,Color,144.0,Michael O'Neill,318759914.0,Action|Adventure|Sci-Fi,Zack Ward,Kevin Dunn,alien contact|autobot|decepticon|robot vs. robot|teenage hero,English,USA,150000000.0,2.35
Walk Hard: The Dewey Cox Story,2007,Jake Kasdan,American,"John C. Reilly, Jenna Fischer",musical comedy,Color,120.0,Nat Faxon,18317151.0,Comedy|Music,Tim Meadows,Matt Price,drugs|elvis|musician|singer|the beatles,English,USA,35000000.0,2.35
We Own the Night,2007,James Gray,American,"Mark Wahlberg, Joaquin Phoenix, Eva Mendes, Robert Duvall",crime drama,Color,117.0,Oleg Taktarov,28563179.0,Crime|Drama|Thriller,Robert Duvall,Antoni Corone,arrest|drugs|loyalty|raid|violence,English,USA,21000000.0,1.85
Who's Your Caddy?,2007,Don Michael Paul,American,"Lil Wayne, Andy Milonakis",comedy,Color,93.0,Faizon Love,5694308.0,Comedy|Sport,Jeffrey Jones,Lil' Wayne,2000s|golf caddy|golf course|golfer|question mark in title,English,USA,7000000.0,1.85
Why Did I Get Married?,2007,Tyler Perry,American,"Denise Boutte, Richard T. Jones, Sharon Leal, Lamman Rucker, Jill Scott, Tasha Smith, Michael Jai White, Malik Yoba, Janet Jackson",dramedy,Color,113.0,Tasha Smith,55184721.0,Comedy|Drama,Michael Jai White,Lamman Rucker,marriage|overweight|psychologist|secret|work,English,USA,15000000.0,1.85
You Kill Me,2007,John Dahl,American,"Ben Kingsley, Téa Leoni, Luke Wilson, Dennis Farina","crime, comedy",Color,93.0,Aaron Hughes,2426851.0,Comedy|Crime|Romance|Thriller,Philip Baker Hall,Jayne Eastwood,alcoholic|buffalo new york|claim in title|embalming|mortuary,English,USA,4000000.0,2.55
21,2008,Robert Luketic,American,"Jim Sturgess, Kevin Spacey, Kate Bosworth, Laurence Fishburne",drama,Color,123.0,Jim Sturgess,81159365.0,Crime|Drama|Thriller,Kevin Spacey,Josh Gad,based on true story|blackjack|card counting|gambling|massachusetts institute of technology,English,USA,35000000.0,2.35
27 Dresses,2008,Anne Fletcher,American,"Katherine Heigl, James Marsden, Malin Åkerman, Edward Burns, Judy Greer",romantic comedy,Color,111.0,Bern Cohen,76806312.0,Comedy|Romance,Judy Greer,Yetta Gottesman,boss|bridesmaid|friend|love|wedding,English,USA,30000000.0,2.35
An American Carol,2008,David Zucker,American,"Kevin Farley, Kelsey Grammer, Jon Voight",fantasy,Color,83.0,Geoffrey Arend,7001720.0,Comedy|Fantasy,Chriss Anglin,Gary Coleman,arab stereotype|box office flop|documentary filmmaker|filmmaker|terrorist,English,USA,12000000.0,2.35
Babylon A.D.,2008,Mathieu Kassovitz,American,"Vin Diesel, Michelle Yeoh, Melanie Thierry, Lambert Wilson, Mark Strong, Charlotte Rampling, Gérard Depardieu","science fiction, thriller",Color,101.0,Charlotte Rampling,22531698.0,Action|Adventure|Sci-Fi|Thriller,Vin Diesel,David Belle,box office flop|convent|mercenary|new york|pregnant,English,France,70000000.0,2.35
Be Kind Rewind,2008,Michel Gondry,American,"Jack Black, Mos Def, Danny Glover",comedy,Color,102.0,Mia Farrow,11169531.0,Comedy,Quinton Aaron,Melonie Diaz,friend|power plant|sabotage|store clerk|video store,English,UK,20000000.0,2.35
Bedtime Stories,2008,Adam Shankman,American,"Adam Sandler, Keri Russell, Guy Pearce, Teresa Palmer","family, fantasy",Color,99.0,Carmen Electra,109993847.0,Comedy|Family|Fantasy|Romance,Adam Sandler,Kathryn Joosten,2000s|bedtime story|elephant|handyman|tween girl,English,USA,80000000.0,2.35
Beverly Hills Chihuahua,2008,Raja Gosnell,American,"Jamie Lee Curtis, George Lopez, Drew Barrymore, Andy García",comedy,Color,91.0,Nick Zano,94497271.0,Adventure|Comedy|Drama|Family|Romance,Jamie Lee Curtis,Ali Hillis,chihuahua|german shepherd|mexico|potted plant|tijuana mexico,English,USA,20000000.0,2.35
Body of Lies,2008,Ridley Scott,American,"Leonardo DiCaprio, Russell Crowe",drama,Color,128.0,Simon McBurney,39380442.0,Action|Drama|Thriller,Leonardo DiCaprio,Michael Gaston,cia|jordan|middle east|spy|terrorist,English,USA,70000000.0,2.35
Changeling,2008,Clint Eastwood,American,Angelina Jolie,drama,Color,141.0,Michael Kelly,35707327.0,Crime|Drama|Mystery|Thriller,Angelina Jolie Pitt,Colm Feore,execution by hanging|los angeles police department|miscarriage of justice|missing child|wrongful conviction,English,USA,55000000.0,2.35
Choke,2008,Clark Gregg,American,"Sam Rockwell, Anjelica Huston, Kelly Macdonald",comedy-drama,Color,92.0,Matt Gerald,2926565.0,Comedy|Drama,Anjelica Huston,Jonah Bobo,choking|friend|hospital|restaurant|scam,English,USA,3000000.0,1.66
The Chronicles of Narnia: Prince Caspian,2008,Andrew Adamson,American,"Ben Barnes, William Moseley, Anna Popplewell, Skandar Keynes",fantasy,Color,150.0,Pierfrancesco Favino,141614023.0,Action|Adventure|Family|Fantasy,Peter Dinklage,Damián Alcázar,brother brother relationship|brother sister relationship|good versus evil|king|narnia,English,USA,225000000.0,2.35
City of Ember,2008,Gil Kenan,American,"Bill Murray, Tim Robbins, Saoirse Ronan","fantasy, science fiction",Color,90.0,Toby Jones,7871693.0,Adventure|Family|Fantasy|Sci-Fi,Bill Murray,Harry Treadaway,box|food|mayor|pipeworks|scientist,English,USA,55000000.0,2.35
Cloverfield,2008,Matt Reeves,American,"Michael Stahl-David, Mike Vogel, Odette Yustman, Lizzy Caplan","science fiction, thriller",Color,85.0,Ben Feldman,80034302.0,Action|Adventure|Horror|Sci-Fi,Mike Vogel,Liza Lapira,brooklyn new york city|found footage|night vision|statue of liberty new york city|subway tunnel,English,USA,25000000.0,1.85
College,2008,Deb Hagan,American,"Drake Bell, Kevin Covais, Andrew Caldwell, Haley Bennett","comedy, teen",Color,94.0,Alona Tal,4693919.0,Comedy,Drake Bell,Haley Bennett,college|face slap|high school|loss of virginity|pierced nipple,English,USA,6500000.0,1.85
The Curious Case of Benjamin Button,2008,David Fincher,American,"Brad Pitt, Cate Blanchett, Tilda Swinton, Taraji P. Henson",drama,Color,166.0,Jason Flemyng,127490802.0,Drama|Fantasy|Romance,Brad Pitt,Julia Ormond,deformed baby|diary|lingerie slip|older man younger woman relationship|premature aging,English,USA,150000000.0,2.35
The Day the Earth Stood Still,2008,Scott Derrickson,American,"Keanu Reeves, Jennifer Connelly, Jaden Smith, Kathy Bates",science fiction,Color,104.0,Jon Hamm,79363785.0,Drama|Sci-Fi|Thriller,Keanu Reeves,Juan Riedinger,alien|earth|giant robot|military|scientist,English,USA,80000000.0,2.35
Doomsday,2008,Neil Marshall,American,"Rhona Mitra, Bob Hoskins, Malcolm McDowell, Alexander Siddig","action, sci-fi",Color,113.0,Jason Cope,10955425.0,Action|Sci-Fi|Thriller,Ryan Kruger,Jeremy Crutchley,cure|quarantine|scotland|virus|wall,English,UK,30000000.0,2.35
Doubt,2008,John Patrick Shanley,American,"Meryl Streep, Philip Seymour Hoffman, Amy Adams, Viola Davis",drama,Color,104.0,Meryl Streep,33422556.0,Drama|Mystery,Philip Seymour Hoffman,Carrie Preston,boy|catholic|nun|priest|student,English,USA,20000000.0,1.85
Drillbit Taylor,2008,Steven Brill,American,"Owen Wilson, Troy Gentile, Nate Hartley, David Dorfman",comedy,Color,102.0,Shaun Weiss,32853640.0,Comedy|Drama,Lisa Ann Walter,Matt Walsh,bodyguard|bully|generation y|high school|nerd,English,USA,40000000.0,2.35
The Express,2008,Gary Fleder,American,"Dennis Quaid, Rob Brown, Omar Benson Miller","biography, sports", Black and White,130.0,Nicole Beharie,9589875.0,Biography|Drama|Sport,Dennis Quaid,Charles S. Dutton,african american|coach|football movie|nonlinear timeline|syracuse university,English,USA,40000000.0,2.35
Fireproof,2008,Alex Kendrick,American,"Kirk Cameron, Erin Bethea",drama,Color,122.0,Ken Bevel,33451479.0,Drama|Romance,Kirk Cameron,Erin Bethea,christian film|dare|firefighter|internet pornography|marriage,English,USA,500000.0,1.85
Flash of Genius,2008,Marc Abraham,American,Greg Kinnear,"biography, drama",Color,119.0,Bill Lake,4234040.0,Biography|Drama,Dylan Authors,Victoria Learn,flash of genius|genius|intellectual property|professor|university,English,USA,20000000.0,2.35
Fool's Gold,2008,Andy Tennant,American,"Matthew McConaughey, Kate Hudson",adventure,Color,112.0,Ray Winstone,70224196.0,Action|Adventure|Comedy|Romance|Thriller,Matthew McConaughey,Alexis Dziena,debt|rapper|treasure|treasure hunter|yacht,English,USA,70000000.0,2.35
The Forbidden Kingdom,2008,Rob Minkoff,American,"Jackie Chan, Jet Li, Michael Angarano, Liu Yifei",martial arts,Color,104.0,Thomas McDonell,25040293.0,Action|Adventure|Fantasy,Jet Li,Michael Angarano,monkey king|staff|teenager|urination|warrior,English,USA,55000000.0,2.35
Forgetting Sarah Marshall,2008,Nicholas Stoller,American,"Jason Segel, Kristen Bell, Mila Kunis, Russell Brand",comedy,Color,118.0,Jack McBrayer,62877175.0,Comedy|Drama|Romance,Mila Kunis,Maria Thayer,breakup|hawaii|hotel|male full frontal nudity|resort,English,USA,30000000.0,1.85
Four Christmases,2008,Seth Gordon,American,"Vince Vaughn, Reese Witherspoon, Robert Duvall, Sissy Spacek, Jon Voight, Mary Steenburgen",romantic comedy,Color,88.0,Robert Duvall,120136047.0,Comedy|Drama|Romance,Jon Favreau,Katy Mixon,airport|christmas|news broadcast|tv broadcast|tv news,English,Germany,80000000.0,1.85
Frost/Nixon,2008,Ron Howard,American,"Frank Langella, Michael Sheen, Kevin Bacon, Sam Rockwell, Toby Jones, Oliver Platt, Rebecca Hall","drama, biography",Color,122.0,Clint Howard,18593156.0,Drama,Toby Jones,Oliver Platt,american president|political drama|scandal|u.s. president|washington post the newspaper,English,USA,35000000.0,2.35
Frozen River,2008,Courtney Hunt,American,"Melissa Leo, Misty Upham, Michael O'Keefe, Mark Boone, Jr.",crime drama,Color,97.0,Michael O'Keefe,2508841.0,Crime|Drama,Charlie McDermott,Misty Upham,border|mohawk|money|new york|river,English,USA,1000000.0,1.85
Get Smart,2008,Peter Segal,American,"Steve Carell, Anne Hathaway, Dwayne Johnson, Alan Arkin, Terry Crews, James Caan",comedy,Color,110.0,Dwayne Johnson,130313314.0,Action|Adventure|Comedy,Bill Murray,Anne Hathaway,airplane|misunderstanding|obese woman|overweight woman|spy,English,USA,80000000.0,1.85
Ghost Town,2008,David Koepp,American,"Ricky Gervais, Téa Leoni, Greg Kinnear",comedy,Color,102.0,Dequina Moore,13214030.0,Comedy|Drama|Fantasy|Romance,Aasif Mandvi,Jordan Carlos,bouquet of roses|bright light|cardiopulmonary resuscitation|ghost|white rose,English,USA,20000000.0,1.85
Gran Torino,2008,Clint Eastwood,American,Clint Eastwood,drama,Color,116.0,Dreama Walker,148085755.0,Drama,Clint Eastwood,Ahney Her,gang|gang rape|hmong|teenager|widower,English,USA,33000000.0,2.35
Hancock,2008,Peter Berg,American,"Will Smith, Charlize Theron, Jason Bateman",superhero,Color,102.0,Charlize Theron,227946274.0,Action|Drama,Will Smith,Eddie Marsan,bully comeuppance|destruction|prison|superhero|tough girl,English,USA,150000000.0,2.35
The Happening,2008,M. Night Shyamalan,American,"Mark Wahlberg, Zooey Deschanel, John Leguizamo, Betty Buckley",horror,Color,91.0,Alan Ruck,64505912.0,Sci-Fi|Thriller,Zooey Deschanel,Kristen Connolly,bee|nature|park|school|teacher,English,USA,48000000.0,1.85
The Haunting of Molly Hartley,2008,Mickey Liddell,American,"Haley Bennett, Chace Crawford, AnnaLynne McCord, Shannon Marie Woodward",horror,Color,82.0,Randy Wayne,13350177.0,Drama|Horror|Thriller,Jessica Lowndes,Haley Bennett,18th birthday|birthday|community center|resurrection|teenager,English,USA,5000000.0,1.85
Hellboy II: The Golden Army,2008,Guillermo del Toro,American,"Ron Perlman, Selma Blair, Doug Jones, Luke Goss","action, superhero",Color,120.0,Iván Kamarás,75754670.0,Action|Adventure|Fantasy|Horror|Sci-Fi,Seth MacFarlane,Brian Steele,creature|elf|prince|rebellion|superhero,English,USA,85000000.0,1.85
High School Musical 3: Senior Year,2008,Kenny Ortega,American,"Zac Efron, Vanessa Hudgens, Ashley Tisdale, Corbin Bleu","musical, family",Color,112.0,Matt Prokop,90556401.0,Comedy|Drama|Family|Music|Musical|Romance,Lucas Grabeel,Corbin Bleu,basketball|curtain call|graduation|high school|high school senior,English,USA,11000000.0,1.85
The House Bunny,2008,Fred Wolf,American,"Anna Faris, Emma Stone, Colin Hanks, Katharine McPhee",comedy,Color,97.0,Katharine McPhee,48237389.0,Comedy|Romance,Emma Stone,Beverly D'Angelo,makeover|party|playboy|playboy mansion|sorority,English,USA,25000000.0,2.35
In Bruges,2008,Martin McDonagh,American,"Colin Farrell, Brendan Gleeson, Ralph Fiennes",action,Color,107.0,Anna Madeley,7757130.0,Comedy|Crime|Drama,Elizabeth Berrington,Eric Godon,bruges|bullet|hope|irish|tourist,English,UK,15000000.0,2.35
The Incredible Hulk,2008,Louis Leterrier,American,"Edward Norton, Liv Tyler, Tim Roth, William Hurt",superhero,Color,135.0,Peter Mensah,134518390.0,Action|Adventure|Sci-Fi,Ty Burrell,William Hurt,antidote|cure|hulk|marvel cinematic universe|opening action scene,English,USA,150000000.0,2.35
Indiana Jones and the Kingdom of the Crystal Skull,2008,Steven Spielberg,American,"Harrison Ford, Karen Allen, Shia LaBeouf, Cate Blanchett, Jim Broadbent, Ray Winstone",adventure,Color,122.0,Ray Winstone,317011114.0,Action|Adventure|Fantasy,Harrison Ford,Jim Broadbent,cult figure|femme fatale|indiana jones|unsubtitled foreign language|year 1957,English,USA,185000000.0,2.35
Inkheart,2008,Iain Softley,American,"Brendan Fraser, Eliza Bennett, Sienna Guillory, Paul Bettany, Helen Mirren, Andy Serkis",adventure,Color,106.0,Stephen Graham,17281832.0,Adventure|Family|Fantasy,Brendan Fraser,Jamie Foreman,book|escape|girl|overalls|villain,English,Germany,60000000.0,2.35
Iron Man,2008,Jon Favreau,American,"Robert Downey, Jr., Terrence Howard, Gwyneth Paltrow, Jeff Bridges",superhero,Color,126.0,Jeff Bridges,318298180.0,Action|Adventure|Sci-Fi,Robert Downey Jr.,Jon Favreau,afghanistan|billionaire|inventor|playboy|u.s. air force,English,USA,140000000.0,2.35
Jumper,2008,Doug Liman,American,"Hayden Christensen, Samuel L. Jackson, Rachel Bilson, Jamie Bell, Diane Lane, Michael Rooker",sci-fi,Color,88.0,Hayden Christensen,80170146.0,Action|Adventure|Sci-Fi|Thriller,Kristen Stewart,Tom Hulce,bank|based on novel|ice|teleportation|vault,English,USA,85000000.0,2.35
Leatherheads,2008,George Clooney,American,"George Clooney, Renée Zellweger, John Krasinski",comedy,Color,114.0,Malcolm Goodwin,31199215.0,Comedy|Drama|Romance|Sport,Robert Baker,Matt Bushell,college football|fight|football|hero|surrender,English,USA,58000000.0,1.85
The Love Guru,2008,Marco Schnabel,American,"Mike Myers, Jessica Alba, Romany Malco, Justin Timberlake",comedy,Color,87.0,Romany Malco,32178777.0,Comedy|Romance|Sport,Justin Timberlake,Verne Troyer,bloopers during credits|bucket of popcorn|chastity belt|guru|toronto maple leafs,English,USA,62000000.0,2.35
The Longshots,2008,Fred Durst,American,"Ice Cube, Keke Palmer, Dash Mihok, Tasha Smith",family,Color,94.0,Dash Mihok,11508423.0,Biography|Comedy|Drama|Family|Sport,Tasha Smith,Garrett Morris,absent father|american football|based on true story|middle school,English,USA,23000000.0,2.35
The Lucky Ones,2008,Neil Burger,American,"Rachel McAdams, Tim Robbins, Michael Peña",comedy-drama,Color,115.0,Katherine LaNasa,183088.0,Comedy|Drama|War,John Heard,Mark L. Young,college tuition|guitar|road trip|soldier|stranded,English,USA,15000000.0,1.85
Made of Honor,2008,Paul Weiland,American,"Patrick Dempsey, Michelle Monaghan, Kevin McKidd, Kathleen Quinlan",comedy,Color,101.0,Beau Garrett,46012734.0,Comedy|Romance,Busy Philipps,Kevin Sussman,friend|love|maid|maid of honor|marriage,English,USA,40000000.0,2.35
Mamma Mia!,2008,Phyllida Lloyd,American,"Meryl Streep, Amanda Seyfried, Pierce Brosnan, Colin Firth, Stellan Skarsgård, Christine Baranski",musical,Color,108.0,Meryl Streep,143704210.0,Comedy|Family|Musical|Romance,Colin Firth,Julie Walters,bride|greece|island|mediterranean|wedding,English,USA,52000000.0,2.35
Marley & Me,2008,David Frankel,American,"Owen Wilson, Jennifer Aniston",comedy-drama,Color,115.0,Kathleen Turner,143151473.0,Comedy|Drama|Family,Eric Dane,Haley Bennett,box office hit|dog|dog movie|florida|pet name in title,English,USA,60000000.0,2.35
Max Payne,2008,John Moore,American,"Mark Wahlberg, Mila Kunis, Beau Bridges, Ludacris, Chris O'Donnell, Donal Logue, Olga Kurylenko",action,Color,103.0,Beau Bridges,40687294.0,Action|Crime|Drama|Mystery|Thriller,Mila Kunis,Jamie Hector,corporation|death|ex partner|hallucination|police detective,English,Canada,35000000.0,2.35
Meet Dave,2008,Brian Robbins,American,"Eddie Murphy, Gabrielle Union, Elizabeth Banks, Ed Helms",comedy,Color,90.0,Mike O'Malley,11802056.0,Adventure|Comedy|Family|Romance|Sci-Fi,Marc Blucas,Shawn Christian,alien|mutiny|orb|planet|spaceship,English,USA,60000000.0,1.85
Milk,2008,Gus Van Sant,American,"Sean Penn, Josh Brolin, Emile Hirsch, James Franco, Diego Luna",biography,Color,128.0,Denis O'Hare,31838002.0,Biography|Drama|History,James Franco,Lucas Grabeel,california|gay|gay activist|gay pickup|gay rights,English,USA,20000000.0,1.85
